MOT;PLURIEL;FÉMININ;FEMININ_PLURIEL
nationaux-socialistes;;;
parodontiste;parodontistes;;
antireflet;antireflets;;
Tout-Paris;;;
contreplacage;contreplacages;;
dératiseur;dératiseurs;dératiseuse;dératiseuse
furcula;furculas;;
indouiste;indouistes;;
malariologie;malariologies;;
mangoustanier;mangoustaniers;;
minimexé;minimexé;minimexée;minimexée
paidologie;paidologies;;
postdoctorant;postdoctorant;postdoctorante;postdoctorantes
waterpolo;waterpolos;;
biftèque;biftèques;;
béhaviourisme;béhaviourismes;;
bélitre;bélitres;;
cytogénéticien;cytogénéticien;cytogénéticienne;cytogénéticienne
distributionaliste;distributionalistes;;
drive-in;;;
gitage;gitages;;
herdbook;herdbooks;;
hôtel-Dieu;;;
néo-conservateur;néo-conservateur;;
placébo;placébos;;
tabasco;tabascos;;
écoquartier;écoquartiers;;
anonacée;anonacée;;
bachat;bachats;;
déblatération;déblatération;;
délesteur;délesteurs;;
erseau;erseaux;;
hyaluronate;hyaluronates;;
multisupport;multisupports;;
polyvitamine;polyvitamine;;
résidanat;résidanats;;
stomatoplastie;stomatoplasties;;
wagons-lits;;;
ablactation;ablactations;;
anacardiacée;anacardiacée;;
chimiquier;chimiquier;;
géopolitologue;géopolitologues;;
ju-jitsu;;;
pair-à-pair;;;
pomérium;pomériums;;
puccinie;puccinies;;
sédum;sédums;;
belître;belîtres;;
flandricisme;flandricisme;;
hydropolitique;hydropolitiques;;
panettone;panettones;;
pélagos;;;
tapenade;tapenades;;
égipan;égipan;;
ξ;;;
amnioscopie;amnioscopies;;
bandes-annonces;;;
chabichou;chabichous;;
communicologue;communicologue;;
diterpène;diterpène;;
essencerie;essenceries;;
maquettisme;maquettismes;;
moère;moère;;
pulqué;pulqués;;
séniore;séniore;;
tie-break;tie-breaks;;
vignettage;vignettages;;
visiocasque;visiocasques;;
viverridé;viverridé;;
chlorophycée;chlorophycée;;
bio-informatique;bio-informatiques;;
clito;clitos;;
contre-terrorisme;contre-terrorismes;;
cristallogenèse;cristallogenèses;;
crosscountry;crosscountrys;;
e-learning;e-learnings;;
endothermie;endothermies;;
muserole;museroles;;
porteclé;porteclé;;
rafraichissoir;rafraichissoir;;
hygrophyte;hygrophyte;;
alfange;alfanges;;
chaudrée;chaudrées;;
coffres-forts;;;
délignage;délignages;;
encabanage;encabanages;;
encordement;encordements;;
gigabit;gigabit;;
géophile;géophile;;
husky;husky;;
niqab;niqabs;;
phlébologue;phlébologues;;
tartiflette;tartiflettes;;
vocératrice;vocératrices;;
écartelure;écartelures;;
baselle;baselles;;
bloomer;bloomers;;
contreterroriste;contreterroriste;;
espérantophone;espérantophone;;
ferroprussiate;ferroprussiates;;
hexadécane;hexadécanes;;
microminiaturisation;microminiaturisations;;
phytophthora;phytophthoras;;
susdénommé;susdénommé;susdénommée;susdénommée
séjournement;séjournements;;
talkshow;talkshows;;
chinetoque;chinetoques;;
cités-jardins;;;
groupiste;groupistes;;
hagiotoponymie;hagiotoponymies;;
leucodermie;leucodermies;;
raspoutitsa;raspoutitsas;;
thessalonicien;thessalonicien;thessalonicienne;thessaloniciennes
éthylomètre;éthylomètres;;
connectabilité;connectabilités;;
drège;drèges;;
hautelissier;hautelissier;hautelissière;hautelissières
inhalothérapie;inhalothérapies;;
smartphone;smartphones;;
stand-up;;;
éthylotest;éthylotests;;
hors-série;hors-séries;;
antigravitation;antigravitations;;
blackrot;blackrots;;
bonzaï;bonzaïs;;
contre-ordre;contre-ordres;;
cuniculiculture;cuniculicultures;;
faucre;faucres;;
gémelliparité;gémelliparités;;
hypergraphe;hypergraphe;;
inertage;inertages;;
sanisette;sanisette;;
scènette;scènette;;
télévendeur;télévendeurs;télévendeuse;télévendeuses
fontanili;fontanilis;;
abondanciste;abondanciste;;
agapanthe;agapanthe;;
ampèreheure;ampèreheures;;
aréologie;aréologies;;
démouleur;démouleurs;démouleuse;démouleuse
empaqueteur;empaqueteur;empaqueteuse;empaqueteuse
fest-noz;;;
foxterrier;foxterriers;;
gusse;gusse;;
lucilie;lucilies;;
magrébin;magrébin;magrébine;magrébines
radiotéléphoniste;radiotéléphonistes;;
recyclabilité;recyclabilités;;
scaphite;scaphite;;
surencombrement;surencombrements;;
tiramisu;tiramisus;;
verbénacée;verbénacée;;
acanthocéphale;acanthocéphale;;
assurance-chômage;assurance-chômages;;
chrétiens-démocrates;;;
cindynique;cindyniques;;
dégazonnement;dégazonnements;;
herd-book;herd-books;;
holométabole;holométabole;;
métallier;métalliers;métallière;métallière
petit-déjeuner;;;
poïkilothermie;poïkilothermies;;
adèle;adèles;;
astracan;astracans;;
baloutchi;baloutchis;;
contre-ténor;contre-ténors;;
dameur;dameur;dameuse;dameuses
enzymopathie;enzymopathie;;
giardia;giardias;;
paraben;paraben;;
peaux-rouges;;;
prétantaine;prétantaines;;
autoneige;autoneiges;;
cap-verdien;cap-verdiens;;
coldcream;coldcreams;;
cybercrime;cybercrimes;;
galvanoplaste;galvanoplaste;;
guacamole;guacamoles;;
hyposcenium;hyposceniums;;
marmenteau;marmenteaux;;
maïsiculteur;maïsiculteur;maïsicultrice;maïsicultrice
motoneigiste;motoneigiste;;
salicional;salicionals;;
triangularisation;triangularisations;;
électrophotographie;électrophotographies;;
auto-école;auto-écoles;;
contre-transfert;contre-transferts;;
djébel;djébels;;
fan-club;fan-clubs;;
grole;groles;;
géocroiseur;géocroiseur;;
hygrostat;hygrostats;;
mesclun;mescluns;;
microdistribution;microdistributions;;
mousmée;mousmées;;
orthotropie;orthotropies;;
porte-manteau;porte-manteaux;;
réindexation;réindexations;;
stations-service;;;
ultracolonialiste;ultracolonialiste;;
aculéate;aculéate;;
autovaccination;autovaccinations;;
cassate;cassates;;
déchronologie;déchronologies;;
ronds-de-cuir;;;
scrogneugneu;scrogneugneux;;
babyfoot;babyfoots;;
cheeseburger;cheeseburgers;;
containérisation;containérisations;;
labyrinthodon;labyrinthodons;;
libres-penseurs;;;
point-virgule;points-virgules;;
scénologie;scénologies;;
tout-petit;tout-petit;;
in-quarto;in-quartos;;
abolisseur;abolisseur;abolisseuse;abolisseuses
alkaest;;;
anhidrose;anhidroses;;
antistatique;antistatiques;;
antiségrégationniste;antiségrégationnistes;;
catallactique;catallactiques;;
châtelperronien;châtelperroniens;châtelperronienne;châtelperroniennes
cytomètre;cytomètres;;
discutaillerie;discutaillerie;;
dorin;dorins;;
fangothérapie;fangothérapies;;
mallophage;mallophage;;
neuropaludisme;neuropaludismes;;
polaroid;polaroids;;
rhizotome;rhizotome;;
sudoku;sudokus;;
temps-réel;;;
hétérotherme;hétérotherme;;
accréditeur;accréditeurs;accréditrice;accréditrice
achromat;achromats;;
arcs-en-ciel;;;
belles-sœurs;;;
bento;bentos;;
chirurgiens-dentistes;;;
cylindreur;cylindreur;cylindreuse;cylindreuse
flutiste;flutistes;;
prêchiprêcha;prêchiprêchas;;
sumotori;sumotoris;;
artiozoaire;artiozoaire;;
dialcool;dialcools;;
dilogie;dilogies;;
petits-maîtres;;;
plan-séquence;;;
shuriken;shurikens;;
tourdille;tourdilles;;
vermicide;vermicides;;
virtualisme;virtualismes;;
boulgour;boulgours;;
condruzien;condruziens;condruzienne;condruziennes
glandeur;glandeur;glandeuse;glandeuse
nonstop;nonstops;;
orang-outang;orangs-outangs;;
pascaline;pascalines;;
péquenaud;péquenauds;péquenaude;péquenaude
refendeur;refendeur;refendeuse;refendeuses
sociaux-chrétiens;;;
élasticimétrie;élasticimétries;;
équidensité;équidensité;;
polyélectrolyte;polyélectrolyte;;
auto-édition;auto-éditions;;
envoutement;envoutements;;
swahéli;swahélis;swahélie;swahélies
ventrèche;ventrèches;;
combientième;combientièmes;;
fontainebleau;fontainebleaux;;
houspilleur;houspilleur;houspilleuse;houspilleuse
missilier;missilier;missilière;missilières
phasmide;phasmide;;
pédum;pédums;;
rétrocommission;rétrocommission;;
visseuse;visseuses;;
tchatche;tchatches;;
corseterie;corseteries;;
crambé;crambés;;
djihadisme;djihadismes;;
experts-comptables;;;
franco-marocain;franco-marocains;;
glyptographie;glyptographies;;
jiujitsu;jiujitsus;;
murissement;murissements;;
paléobiogéographie;paléobiogéographies;;
reniflage;reniflages;;
romans-feuilletons;;;
styromousse;styromousses;;
électropneumatique;électropneumatiques;;
épongement;épongements;;
œrsted;œrsteds;;
décontractant;décontractants;;
acériculture;acéricultures;;
agroclimatologie;agroclimatologies;;
aguiche;aguiches;;
chaussepied;chaussepieds;;
chèvrepied;chèvrepied;;
chédail;chédails;;
contresel;contresels;;
crampillon;crampillon;;
quintuplet;quintuplets;;
sociatrie;sociatries;;
HDMI;;;
captativité;captativités;;
caravagiste;caravagiste;;
cumulet;cumulets;;
beach-volley;beach-volleys;;
biacide;biacides;;
désamarrage;désamarrages;;
girole;giroles;;
hyperbolicité;hyperbolicités;;
rétro-éclairage;rétro-éclairages;;
sexshop;sexshop;;
souffletier;souffletier;souffletière;souffletières
mimosacée;mimosacée;;
mithracisme;mithracismes;;
quérulent;quérulent;quérulente;quérulentes
va-vite;;;
ampérométrie;ampérométries;;
baïne;baïnes;;
belles-filles;;;
bidouilleur;bidouilleur;bidouilleuse;bidouilleuse
bouquinage;bouquinages;;
couponnage;couponnages;;
dodécylsulfate;dodécylsulfates;;
fusil-mitrailleur;fusils-mitrailleurs;;
gardes-chasse;;;
hypermètre;hypermètres;;
isocéphalie;isocéphalies;;
keum;keums;;
photosensibilisant;photosensibilisants;;
raccompagnement;raccompagnements;;
smilodon;smilodons;;
sous-œuvre;sous-œuvres;;
tagetes;;;
waterballast;waterballasts;;
ébénacée;ébénacée;;
éléis;;;
érine;érines;;
musculotrope;musculotropes;;
commissaires-priseurs;;;
emboitage;emboitages;;
polyacrylique;polyacryliques;;
adénogramme;adénogrammes;;
amphorisque;amphorisque;;
bordeuse;bordeuses;;
béhaviouriste;béhaviouristes;;
chnoque;chnoques;;
contre-réaction;contre-réactions;;
darce;darces;;
heptamètre;heptamètres;;
mestrance;mestrances;;
plumette;plumette;;
socio-professionnel;socio-professionnel;;
antibrouillard;antibrouillards;;
nunuche;nunuches;;
anamorphoseur;anamorphoseurs;;
compogravure;compogravures;;
demi-plan;demi-plans;;
genièvrerie;genièvrerie;;
hébètement;hébètements;;
néphélion;néphélions;;
trainement;trainements;;
dialypétale;dialypétale;;
baby-boom;baby-booms;;
contretaille;contretaille;;
dgr;;;
falafel;falafels;;
kefta;keftas;;
marcotage;marcotages;;
otorhinolaryngologiste;otorhinolaryngologistes;;
tortellini;tortellinis;;
vévé;vévés;;
polyimide;polyimide;;
allégretto;allégrettos;;
aquiculteur;aquiculteur;aquicultrice;aquicultrice
baladodiffusion;baladodiffusions;;
dichlore;dichlores;;
décimalité;décimalités;;
estarie;estarie;;
maternologie;maternologies;;
microtechnologie;microtechnologie;;
schleu;schleu;schleue;schleues
blogue;blogues;;
bignoniacée;bignoniacée;;
chirurgien-dentiste;;;
coronographie;coronographies;;
dulcification;dulcifications;;
dynamicien;dynamicien;dynamicienne;dynamicienne
décrassement;décrassements;;
désenvasement;désenvasements;;
glycérie;glycéries;;
hotdog;hotdog;;
léprologie;léprologies;;
neuroanatomiste;neuroanatomiste;;
rétractabilité;rétractabilités;;
œnothera;œnotheras;;
antiride;antiride;;
antirides;;;
antisèche;antisèche;anti-sèche;
baxter;baxters;;
contre-plongée;contre-plongées;;
kilooctet;kilooctet;;
mère-grand;mères-grand;;
polydisque;polydisque;;
pro-occidental;pro-occidentaux;;
recongélation;recongélations;;
trémens;;;
ébulliométrie;ébulliométries;;
œil-de-bœuf;;;
bromation;bromations;;
cacheton;cachetons;;
chainage;chainages;;
crassulacée;crassulacée;;
diéséliste;diésélistes;;
focomètre;focomètres;;
grimacerie;grimacerie;;
nonillion;nonillion;;
ptérosaurien;ptérosaurien;;
tourista;touristas;;
phytocide;phytocide;;
androgénie;androgénies;;
cafés-concerts;;;
capselle;capselles;;
gaillac;gaillacs;;
non-concurrence;;;
porte-aéronef;porte-aéronef;;
porte-aéronefs;;;
télé-achat;télé-achats;;
téléboutique;téléboutique;;
zingibéracée;zingibéracée;;
hihan;hihans;;
thermohydraulique;thermohydrauliques;;
aliboufier;aliboufiers;;
appairage;appairages;;
azidothymidine;azidothymidines;;
babysitting;babysittings;;
chénopodiacée;chénopodiacée;;
gratture;gratture;;
gravillonneur;gravillonneur;gravillonneuse;gravillonneuses
micrologiciel;micrologiciels;;
non-droit;non-droits;;
non-ingérence;non-ingérences;;
non-initié;non-initié;;
pœcile;pœciles;;
vétillard;vétillards;vétillarde;vétillarde
basses-cours;;;
blondel;blondels;;
cha-cha-cha;;;
crouton;croutons;;
cunnilinctus;;;
franco-tunisien;franco-tunisiens;;
millefleur;millefleur;;
moracée;moracée;;
mots-clefs;;;
nobélisable;nobélisables;;
tachyphagie;tachyphagies;;
talkiewalkie;talkiewalkies;;
typhacée;typhacée;;
antimycosique;antimycosiques;;
gypsier;gypsiers;;
gérontisme;gérontismes;;
monoprocesseur;monoprocesseurs;;
phonométrie;phonométries;;
pinup;pinups;;
scléroderme;scléroderme;;
épaulé-jeté;épaulés-jetés;;
arnaqué;arnaqués;arnaquée;arnaquées
carbocation;carbocations;;
combava;combavas;;
câbloopérateur;câbloopérateur;;
icosidodécaèdre;icosidodécaèdres;;
spinaventosa;spinaventosas;;
supergéant;supergéant;;
trenchcoat;trenchcoats;;
tétrose;tétrose;;
anarcho-syndicalisme;anarcho-syndicalismes;;
bombacée;bombacée;;
contrindication;contrindications;;
cyon;cyons;;
marshmallow;marshmallows;;
multivoie;multivoie;;
oviné;oviné;;
radicaux-socialistes;;;
rehausseur;rehausseurs;;
ringardisation;ringardisations;;
malayo-polynésien;malayo-polynésiens;;
auto-stoppeur;auto-stoppeurs;;
bowwindow;bowwindow;;
frayement;frayements;;
gasconnisme;gasconnisme;;
ichnologie;ichnologies;;
nivèlement;nivèlements;;
airedale;airedales;;
biopiratage;biopiratages;;
débrochage;débrochages;;
flein;fleins;;
gris-gris;;;
luffa;luffas;;
myrmécologue;myrmécologues;;
petits-neveux;;;
réviseure;réviseures;;
tchatcheur;tchatcheurs;tchatcheuse;tchatcheuse
clinche;clinches;;
crêpier;crêpiers;crêpière;crêpières
primadonna;primadonnas;;
ramasse-miette;ramasse-miette;;
angiectasie;angiectasies;;
année-lumière;années-lumière;;
baroufle;baroufles;;
bienpensance;bienpensances;;
bucheronnage;bucheronnages;;
décrets-lois;;;
histopathologiste;histopathologistes;;
hyperviseur;hyperviseurs;;
inventeuse;inventeuses;;
menottage;menottages;;
myriophylle;myriophylle;;
quinzomadaire;quinzomadaires;;
radioréveil;radioréveils;;
teocali;teocalis;;
débanalisation;débanalisations;;
finasseur;finasseurs;finasseuse;finasseuse
franc-bord;francs-bords;;
grandes-duchesses;;;
grands-mères;;;
matriarchie;matriarchies;;
non-rétroactivité;non-rétroactivités;;
tupperware;tupperwares;;
lisseron;lisseron;;
call-girl;call-girls;;
croquemonsieur;croquemonsieurs;;
incorporateur;incorporateurs;incorporatrice;incorporatrices
martins-pêcheurs;;;
non-dit;non-dits;;
super-léger;super-léger;;
triandine;triandines;;
picte;picte;;
melba;melbas;;
P-DG;;;
bas-de-casse;;;
délégateur;délégateurs;délégatrice;délégatrice
fullerène;fullerène;;
muqarnas;;;
non-spécialiste;non-spécialiste;;
écotechnologie;écotechnologie;;
υ;;;
magnétooptique;magnétooptique;;
chiée;chiées;;
back-office;back-offices;;
choux-fleurs;;;
non-fumeur;non-fumeur;;
ronds-points;;;
sparage;sparage;;
écart-type;;;
apnéiste;apnéistes;;
banjoïste;banjoïstes;;
coéquation;coéquations;;
croissanterie;croissanteries;;
dystrophisation;dystrophisations;;
pop-up;;;
romaji;romajis;;
biopic;biopics;;
brise-lame;brise-lames;;
camion-citerne;camions-citernes;;
cavicorne;cavicorne;;
contreténor;contreténors;;
cuboctaèdre;cuboctaèdres;;
dogcart;dogcarts;;
lychee;lychee;;
macroorganisme;macroorganisme;;
mousquèterie;mousquèteries;;
postabortum;postabortums;;
quinté;quintés;;
rechampissage;rechampissages;;
solderie;solderie;;
vergerette;vergerettes;;
wagonnette;wagonnettes;;
épurage;épurages;;
euthanasié;euthanasié;euthanasiée;euthanasiées
agrotis;;;
botnet;botnets;;
chamérops;;;
chantournage;chantournages;;
deux-temps;;;
entartrement;entartrements;;
lipizzan;lipizzan;;
pashmina;pashminas;;
pétage;pétages;;
aranéomorphe;aranéomorphe;;
berlinette;berlinettes;;
déplombage;déplombages;;
nuocmam;nuocmams;;
revérification;revérifications;;
soliloquie;soliloquie;;
truandage;truandages;;
édam;édams;;
antipelliculaire;antipelliculaires;;
atrier;atriers;atrière;atrières
désaccordement;désaccordements;;
festoù-noz;;;
fildefériste;fildeféristes;;
hydrocharidée;hydrocharidée;;
héliosphère;héliosphères;;
partagiciel;partagiciels;;
pissefroid;pissefroids;;
vénérologue;vénérologue;;
micro-électronique;micro-électroniques;;
amaryllidacée;amaryllidacée;;
autocopie;autocopies;;
contre-point;contre-points;;
contresi;;;
contrevoie;contrevoies;;
drapement;drapements;;
déjà-vu;;;
jacot;jacots;;
maréchaux-ferrants;;;
émoticône;émoticône;;
alambique;alambiques;;
audio-visuel;audio-visuels;;
brouillade;brouillades;;
