MOT;PLURIEL;FÉMININ;FEMININ_PLURIEL
ultra-révolutionnaire;ultra-révolutionnaire;;ultrarévolutionnaire
ultrarévolutionnaire;ultrarévolutionnaire;;ultra-royaliste
ultra-royaliste;ultra-royaliste;;ultra-secrète
ultra-secret;ultra-secrète;ultra-secrètes;
ultra-sensible;ultra-sensible;;
ultra-snob;;ultrasoniques;
ultrasonique;ultrasoniques;;ultra-sonores
ultra-sonore;ultra-sonores;;ultrasonores
ultrasonore;ultrasonores;;
ultra-spécialisé;;;ultrastructurale
ultraspécialisé;;ultrastructurale;ultrastructurales
ultrastructural;ultrastructurale;ultrastructurales;ultrastructuraux
ultra-terrestre;;ultra-violet;ultra-violette
ultra-violet;ultra-violet;ultra-violette;ultra-violettes
ultra-voltairien;;;
ultra-zodiacal;;;
ululant;;;
umbraticole;;;
uncipenne;;;
uncirostre;;;
une;;;uniaxes
uniatomique;;uniaxes;
uniaxe;uniaxes;;uniaxiale
uniaxial;uniaxiale;uniaxiales;uniaxiaux
unicaméral;unicamérale;unicamérales;unicaméraux
unichroïte;;;unicursale
unicorde;;unicursale;unicursales
unicursal;unicursale;unicursales;unicursaux
unicuspidé;;unidimensionnelle;unidimensionnels
unidimensionnel;unidimensionnelle;unidimensionnels;unidimensionnelles
unidirectionnel;unidirectionnelle;unidirectionnels;unidirectionnelles
uniface;unifaces;;unifiables
unifiable;unifiables;;unifiante
unifiant;unifiante;unifiantes;unifiants
unifilaire;unifilaires;;
uniflagellé;;unifoliés;unifoliée
unifolié;unifoliés;unifoliée;unifoliées
uniformisé;uniformisée;uniformisés;uniformisées
unigénaire;;unihoraires;
unihoraire;unihoraires;;
unijugué;;unilatères;
unilatère;unilatères;;unilobée
unilobé;unilobée;unilobé;unilobés
uniloculaire;uniloculaires;;
uniloque;;unimodale;unimodales
unimodal;unimodale;unimodales;unimodaux
unimodulaire;unimodulaires;;
uninaire;;;uninucléée
uninervé;;uninucléée;uninucléées
uninucléé;uninucléée;uninucléées;uninucléés
uniovulaire;uniovulaires;;uniovulés
uniovulé;uniovulés;uniovulé;uniovulée
unipare;unipare;;
unipédal;;;
unipenne;;;unipolaires
unipétale;;unipolaires;
unipolaire;unipolaires;;unipotente
unipotent;unipotente;unipotent;unipotents
uniracial;;;
uniradiculaire;;;uniramée
uniradiculé;;uniramée;uniramées
uniramé;uniramée;uniramées;uniramés
uniréfringent;uniréfringente;uniréfringentes;uniréfringents
unisérié;unisériée;unisériées;unisériés
unisport;;;
unissable;;;
unitairien;;;unitegminée
unitariste;;unitegminée;unitegminées
unitegminé;unitegminée;unitegminées;unitegminés
unitéiste;;;univitelline
unitige;;univitelline;univitellines
univitellin;univitelline;univitellines;univitellin
univociste;;;
upérisé;;;urbanisées
uque;;urbanisées;urbanisés
urbanisé;urbanisées;urbanisés;urbanisé
urbanistique;urbanistiques;;
urbicole;;uréiques;
uréique;uréiques;;uréogéniques
uréogénique;uréogéniques;;uréopoïétiques
uréopoïétique;uréopoïétiques;;
uréo-sécrétoire;;uréosécrétoires;
uréosécrétoire;uréosécrétoires;;uréotéliques
uréotélique;uréotéliques;;urétéral
urétéral;urétéral;urétérales;urétéraux
urétéro-utérin;;;urétéro-vésicaux
urétéro-vaginal;;urétéro-vésicaux;
urétéro-vésical;urétéro-vésicaux;;
urétro-périnéal;;urétroscopiques;
urétroscopique;urétroscopiques;;
urétro-vaginal;;;uricolytiques
urétro-vésical;;uricolytiques;
uricolytique;uricolytiques;;
urico-poïétique;;uricopoïétiques;
uricopoïétique;uricopoïétiques;;uricosuriques
uricosurique;uricosuriques;;uricotéliques
uricotélique;uricotéliques;;uridyliques
uridylique;uridyliques;;
urogène;;uro-génitale;uro-génitales
uro-génital;uro-génitale;uro-génitales;uro-génitaux
urogénital;urogénitale;urogénitales;urogénitaux
uroïde;;;uronique
uromèle;;uronique;
uronique;uronique;;uropoïétiques
uropoïétique;uropoïétiques;;uropygiale
uropygial;uropygiale;uropygiales;uropygiaux
uropygien;uropygiennes;uropygien;uropygiens
uroscopique;uroscopiques;;usinable
usinable;usinable;;
ute;;uvulaires;
uvulaire;uvulaires;;uxorilocal
uxorilocal;uxorilocal;uxorilocaux;uxorilocales
vaccinifère;vaccinifères;;vaccinogènes
vaccinogène;vaccinogènes;;
vaccinothérapique;;;
vacillant -ante;;;vagabondante
vacillatoire;;vagabondante;vagabondantes
vagabondant;vagabondante;vagabondantes;vagabondants
vagant;;;
vagueux;;;
vagulaire;;;valaques
vagulant;;valaques;
valaque;valaques;;
valentiel;;vallonneuses;vallonneux
vallonneux;vallonneuses;vallonneux;
vandalique;;;varicelliformes
vanté;;varicelliformes;
varicelliforme;varicelliformes;;
varicolore;;;varronnée
varonné;;varronnée;varronnées
varronné;varronnée;varronnées;varronnés
vasculifère;;;
vasculiforme;;;
vas-culo-conjonctif;;;
vasculo-nerveux;;;
vasculo-sanguin;;;
vaselineux;;;
vasicole;;;vasoconstricteurs
vaso-constricteur;;vasoconstricteurs;vasoconstrictrice
vasoconstricteur;vasoconstricteurs;vasoconstrictrice;vasoconstrictrices
vasoconstrictif;vasoconstrictifs;vasoconstrictive;vasoconstrictives
vaso-dilatateur;;vasodilatateur;vasodilatatrice
vasodilatateur;vasodilatateur;vasodilatatrice;vasodilatatrices
vaso-excitateur;;;
vasohypertonique;;;
vasohypotonique;;;vaso-motrices
vaso-inhibiteur;;vaso-motrices;
vaso-moteur;vaso-motrices;;vasomoteur
vasomoteur;vasomoteur;vasomotrices;vasomotrice
vasoparalytique;vasoparalytiques;;
vasorégulateur;;vasostimulante;vasostimulantes
vasostimulant;vasostimulante;vasostimulantes;vasostimulants
vasotonique;vasotoniques;;vasotropes
vasotrope;vasotropes;;
vasouilleux;;;vassaliques
vaso-vagal;;vassaliques;
vassalique;vassaliques;;vaticanesques
vaticanesque;vaticanesques;;
vaticinant;;;vaudoise
vaudevillique chez stendhal;;vaudoise;vaudoises
vaudois;vaudoise;vaudoises;
vécu;vécue;vécues;vécus
végétalien;végétalien;végétalienne;végétaliennes
végétateur;;;véhiculaires
végétivore;;véhiculaires;
véhiculaire;véhiculaires;;
véhiculeur;;vehmiques;
vehmique;vehmiques;;
veloutiné;;velvétiques;
velvétique;velvétiques;;
vénéficiard;;;vénérée
vénérant;;vénérée;vénérés
vénéré;vénérée;vénérés;vénérées
ventolier;;;
ventre-de-biche;;;ventriculaires
ventricole;;ventriculaires;
ventriculaire;ventriculaires;;
ventriculographique;;;
ventriculo-méningé;;;
ventrouillard;;;
verbo-moteur;;;
verdi;;;
verdoré;;;verglaçantes
verduret;;verglaçantes;verglaçants
verglaçant;verglaçantes;verglaçants;verglaçant
vergué;;;
verjuteux;;;
vermeillé;;;
vermeillet;;;
vermicellien;;;vermienne
vermiculeux;;vermienne;vermiennes
vermien;vermienne;vermiennes;vermiens
vermivore;vermivores;;
vernicifère;;;
véronésien;;;vers-libriste
versifiant;;vers-libriste;
vers-libriste;vers-libriste;;
verslibriste;;;vert-de-grisé
vert-de-gris;;vert-de-grisé;vert-de-grisée
vert-de-grisé;vert-de-grisé;vert-de-grisée;vert-de-grisés
vert-galant;;;
verticillaire;;;
verveusement;;;
vésico-cervical;;;
vésico-périnéal;;;
vésico-prostatique;;;
vésico-pustuleux;;;
vésico-rectal;;;
vésico-urétéral;;;
vésico-urétral;;;
vésico-utérin;;;
vésico-vaginal;;;
vésiculifère;;;
vésiculiforme;;;
vésiculo-déférentiel;;;
vésiculo-pustuleux;;;vétéro-testamentaire
vessard;;vétéro-testamentaire;
vétéro-testamentaire;vétéro-testamentaire;;vétilleurs
vétilleur;vétilleurs;vétilleuses;
véto;;;viabilisé
veuvier;;viabilisé;viabilisées
viabilisé;viabilisé;viabilisées;viabilisée
viandé;;;
viandeux;;;
viandu;;;
vibrionesque;;;
vibrionique;;;
vice-présidentiable;;;
vice-royal;;;vichystes
vichynois;;vichystes;
vichyste;vichystes;;viciables
viciable;viciables;;vidéographiques
vidéographique;vidéographiques;;
vidéophile;;vieil;vieilles
vieil;vieil;vieilles;vieux
vieillissime;;;
vieillotant;;;viets
vieillottant;;viets;
viet;viets;;vigésimale
vigésimal;vigésimale;vigésimales;vigésimaux
vilené;vilenés;;
vilipendeur;;;
vinasseux;;;
vinassier;;;
viniphile;;;violonée
vinophile;;violonée;violonées
violoné;violonée;violonées;violonés
virginipare;;;virologiques
virgulaire;;virologiques;
virologique;virologiques;;visigothiques
visigothique;visigothiques;;
visio-moteur;;;visiophoniques
visiomoteur;;visiophoniques;
visiophonique;visiophoniques;;vitellogènes
vitellogène;vitellogènes;;vitrifiées
vitrifié;vitrifiées;vitrifié;vitrifiés
vitupérable;;;
vitupérant;;;vivré
vivifique;;vivré;vivrées
vivré;vivré;vivrées;vivrés
vocationnel;vocationnelle;vocationnelles;vocationnels
voiturable;;volantée;volantées
volanté;volantée;volantées;volantés
volatilisant;;volcanologiques;
volcanologique;volcanologiques;;volontaristes
volontariste;volontaristes;;
volonteux;;;volvulée
volumateur;;volvulée;volvulées
volvulé;volvulée;volvulées;volvulés
vomisseur;vomisseurs;vomisseuse;vomisseuses
voteur;;;
voyable;;;
voyageant;;;
voyouse;;;
voyoute;;;vrillante
vraisemblant;;vrillante;vrillantes
vrillant;vrillante;vrillantes;vrillants
vrombissant;vrombissante;vrombissants;vrombissantes
vulcanique;;;vulnérants
vulcanisant;;vulnérants;vulnérante
vulnérant;vulnérants;vulnérante;vulnérantes
vulvo-vaginal;;;wallingant
wagnerolâtre;;wallingant;wallingante
wallingant;wallingant;wallingante;wallingantes
wisigothique;wisigothiques;;xanthiques
xanthique;xanthiques;;
xanthocarpe;;xanthochromiques;
xanthochromique;xanthochromiques;;xanthoderme
xanthoderme;xanthoderme;;
xanthodonte;;xanthogéniques;
xanthogénique;xanthogéniques;;xanthomateuses
xanthomateux;xanthomateuses;xanthomateux;
xanthoprotéique;;;
xanthoptère;;;
xanthorhize;;;
xanthosperme;;;
xanthospile;;;xénobiotiques
xanthoxylé;;xénobiotiques;
xénobiotique;xénobiotiques;;
xénogène;;;
xénogénétique;;;xénomorphes
xénomane;;xénomorphes;
xénomorphe;xénomorphes;;
xénoparasitaire;;xénopathiques;
xénopathique;xénopathiques;;xénoplastiques
xénoplastique;xénoplastiques;;xénotropes
xénotrope;xénotropes;;
xérique;;xérographiques;
xérographique;xérographiques;;xérophile
xérophile;xérophile;;
xérophilie;;xérophytiques;
xérophytique;xérophytiques;;
xiphifolié;;;xiphodymes
xiphodidyme;;xiphodymes;
xiphodyme;xiphodymes;;xiphopages
xiphopage;xiphopages;;
xipho-péricardique;;;
xylobie;;;yéyés
yé-yé;;yéyés;
yéyé;yéyés;;
yiddishisant;;yogiques;
yogique;yogiques;;
youd;;;yttrifères
youddi;;yttrifères;
yttrifère;yttrifères;;yttrique
yttrique;yttrique;;zézayante
zézayant;zézayante;zézayantes;zézayants
zigzagueur;;;
zoïde;;;
zoïque;;;zonulaires
zombifié;;zonulaires;
zonulaire;zonulaires;;zoochores
zoochore;zoochores;;zoolâtres
zoolâtre;zoolâtres;;zoomorphiques
zoomorphique;zoomorphiques;;
zoonique;;zoophoriques;
zoophorique;zoophoriques;;zoothérapeutiques
zoothérapeutique;zoothérapeutiques;;
zootropique;;;
zostéricole;;;zutiques
zupéen;;zutiques;
zutique;zutiques;;
zutiste;;;zygomorphe
zwingliste;;zygomorphe;
zygomorphe;zygomorphe;;
zygoptéroïde;;;
zygotène;;;quodlibétal
quodlibétique;;quodlibétal;
quodlibétal;quodlibétal;;coutumiers
coutumier;coutumiers;coutumière;coutumières
quelque;quelque;quelqu';quéqu'
ami;ami;amie;amies
ennemi;ennemis;ennemie;ennemies
pensé;pensé;pensées;pensés
New;;maréchaux;maréchale
maréchal;maréchaux;maréchale;maréchales
produit;produits;produite;produites
instant;instants;instante;instantes
conduit;conduit;conduits;conduites
traité;traités;traitée;traitées
nommé;nommés;nommée;nommées
vite;vites;;entreprises
entrepris;entreprises;entrepris;
entré;entré;entrés;entrées
laissé;laissée;laissés;laissées
député;député;députée;députées
publié;publiée;publiés;publiées
Ier;;employé;employée
employé;employé;employée;employées
lu;lue;lus;lues
montré;montrée;montrés;montrées
obtenu;obtenus;obtenue;obtenues
demandé;demandée;demandés;demandées
XIXe;;créée;créés
créé;créée;créés;créées
San;;commencée;commencées
commencé;commencée;commencées;commencés
murs;;servie;servis
servi;servie;servis;servies
trait;trait;traite;traites
garanti;garanties;garanti;garantis
permis;permise;permises;
proposé;proposée;proposées;proposés
victime;victime;;destinés
destiné;destinés;destinée;destinées
craint;craint;craintes;craints
XVIIIe;;parue;parus
paru;parue;parus;parues
observateur;observateurs;observatrice;observatrices
modèle;modèles;;vainqueurs
vainqueur;vainqueurs;;utilisés
utilisé;utilisés;utilisée;utilisées
observé;observés;observée;observées
intendant;intendants;intendante;intendantes
traduit;traduite;traduits;traduites
amené;amenés;amenée;amenées
canon;canons;;sorti
sorti;sorti;sorties;sortis
revu;revues;revu;revus
amant;amants;amante;amantes
café;;accordée;accordés
accordé;accordée;accordés;accordées
constaté;constatée;constatés;constatées
subi;subies;subie;subis
XVIIe;;philosophe;
philosophe;philosophe;;
XXe;;;remplies
XVIe;;remplies;remplie
rempli;remplies;remplie;remplis
construit;construite;construits;construites
fol;fols;;rencontrés
rencontré;rencontrés;rencontrées;rencontrée
introduit;introduite;introduits;introduites
remplacé;remplacée;remplacés;remplacées
préparé;préparée;préparés;préparées
dei;;confrère;
confrère;confrère;;commises
commis;commises;commise;
essayé;essayée;essayés;essayées
refusé;refusée;refusés;refusées
apporté;apportées;apportée;apportés
adressé;adressé;adressées;adressés
saisi;saisi;saisies;saisis
facilité;facilités;facilitée;facilitées
jeté;jetés;jetée;jetées
exprimé;exprimée;exprimés;exprimées
modifié;modifiée;modifiées;modifiés
repris;repris;reprise;
résumé;résumée;résumés;résumées
offert;offerts;offerte;offertes
prononcé;prononcée;prononcées;prononcés
intitulé;intitulée;intitulés;intitulées
Los;;entraînés;entraînée
entraîné;entraînés;entraînée;entraînées
gagné;gagnée;gagnés;gagnées
exécuté;exécutés;exécutée;exécutées
Ve;;confiée;confiés
confié;confiée;confiés;confiées
retrouvé;retrouvée;retrouvés;retrouvées
ajouté;ajoutée;ajoutés;ajoutées
attribué;attribuée;attribués;attribuées
XVe;;pontifes;
pontife;pontifes;;
tabac;;effectuée;effectuées
effectué;effectuée;effectuées;effectués
remis;remise;remises;
rédigé;rédigée;rédigés;rédigées
contré;contrée;contré;contrés
touché;touchés;touchée;touchées
martyr;martyr;martyre;martyres
déposé;déposés;déposée;déposées
annoncé;annoncée;annoncés;annoncées
maintenu;maintenue;maintenus;maintenues
poursuivi;poursuivie;poursuivis;poursuivies
causé;causés;causée;causées
persuadé;persuadés;persuadée;persuadées
souffert;soufferts;souffertes;soufferte
expliqué;expliquée;expliqués;expliquées
IVe;;;
XIIIe;;;reproduite
IIIe;;reproduite;reproduits
reproduit;reproduite;reproduits;reproduites
Las;;échappés;échappée
échappé;échappés;échappée;échappées
made;;énoncés;énoncées
énoncé;énoncés;énoncées;énoncée
acquéreur;acquéreurs;acquéreuse;acquéreuses
examiné;examinés;examinée;examinées
plaint;plainte;plaint;plaints
trompé;trompés;trompée;trompées
aperçu;aperçus;aperçue;aperçues
pratiqué;pratiquée;pratiquées;pratiqués
extrait;extraits;extraite;extraites
constructeur;constructeur;constructrice;constructrices
attiré;attirés;attirée;attirées
plénipotentiaire;plénipotentiaire;;
XIIe;;;traîtres
Porto;;traîtres;traîtresse
traître;traîtres;traîtresse;traîtresses
XIVe;;parcourue;parcourues
parcouru;parcourue;parcourues;parcourus
acheté;achetés;achetée;achetées
accueilli;accueillie;accueillies;accueillis
sauvé;sauvés;sauvée;sauvées
noté;notée;notés;notées
rejeté;rejetée;rejetés;rejetées
supprimé;supprimée;supprimés;supprimées
exigé;exigée;exigées;exigés
aidé;aidés;aidée;aidées
excepté;exceptés;exceptée;exceptées
talus;;délivrés;délivrée
délivré;délivrés;délivrée;délivrées
rejoint;rejoints;rejointe;rejointes
vache;vache;;envisagée
envisagé;envisagée;envisagées;envisagés
mérité;méritée;mérités;méritées
IIe;;empreintes;empreint
empreint;empreintes;empreint;empreints
dus;;otage;
otage;otage;;laïc
laïc;laïc;laïques;
évoqué;évoquée;évoqués;évoquées
